Completed,Organism_s,Assay_Type_s,AvgSpotLen_l,BioProject_s,BioSample_s,Experiment_s,InsertSize_l,Instrument_s,LibraryLayout_s,LibrarySelection_s,LibrarySource_s,Library_Name_s,LoadDate_s,MBases_l,MBytes_l,Platform_s,ReleaseDate_s,Run_s,SRA_Sample_s,SRA_Study_s,Sample_Name_s,age_s,dev_stage_s,geo_loc_name_s,isolate_s,sex_s,tissue_s,Consent_s
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756315,SRX2735702,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,B19,4/14/2017,2877,1454,ILLUMINA,5/12/2017,SRR5446736,SRS2123070,SRP103890,B19,,adult,"Australia: Durack, WA",not applicable,female,whole brain,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371815,SRX3030384,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S19_1,7/24/2017,2836,1461,ILLUMINA,7/24/2017,SRR5861708,SRS2379273,SRP113454,S19_1,not collected,adult,Australia:Durack River,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371809,SRX3030385,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S16_1,7/24/2017,2928,1493,ILLUMINA,7/24/2017,SRR5861707,SRS2379274,SRP113454,S16_1,not collected,adult,Australia:Durack River,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371819,SRX3030387,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S21_1,7/24/2017,3018,1568,ILLUMINA,7/24/2017,SRR5861705,SRS2379275,SRP113454,S21_1,not collected,adult,Australia:Cape Crawford,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371821,SRX3030388,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S22_1,7/24/2017,2394,1255,ILLUMINA,7/24/2017,SRR5861704,SRS2379276,SRP113454,S22_1,not collected,adult,Australia:Cape Crawford,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371811,SRX3030389,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S17_1,7/24/2017,2805,1415,ILLUMINA,7/24/2017,SRR5861703,SRS2379277,SRP113454,S17_1,not collected,adult,Australia:Durack River,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371827,SRX3030386,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S25_1,7/24/2017,2283,1194,ILLUMINA,7/24/2017,SRR5861706,SRS2379278,SRP113454,S25_1,not collected,adult,Australia:Timber Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371823,SRX3030390,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S23_1,7/24/2017,3198,1664,ILLUMINA,7/24/2017,SRR5861702,SRS2379279,SRP113454,S23_1,not collected,adult,Australia:Cape Crawford,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371825,SRX3030391,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S24_1,7/24/2017,3322,1729,ILLUMINA,7/24/2017,SRR5861701,SRS2379280,SRP113454,S24_1,not collected,adult,Australia:Cape Crawford,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371807,SRX3030392,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S15_1,7/24/2017,2797,1407,ILLUMINA,7/24/2017,SRR5861700,SRS2379281,SRP113454,S15_1,not collected,adult,Australia:Halls Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371805,SRX3030393,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S14_1,7/24/2017,2935,1481,ILLUMINA,7/24/2017,SRR5861699,SRS2379282,SRP113454,S14_1,not collected,adult,Australia:Halls Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371803,SRX3030394,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S13_1,7/24/2017,2853,1453,ILLUMINA,7/24/2017,SRR5861698,SRS2379283,SRP113454,S13_1,not collected,adult,Australia:Halls Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371787,SRX3030397,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S5_1,7/24/2017,2867,1461,ILLUMINA,7/24/2017,SRR5861695,SRS2379284,SRP113454,S5_1,not collected,adult,Australia:Gordonvale,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371799,SRX3030396,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S11_1,7/24/2017,2702,1369,ILLUMINA,7/24/2017,SRR5861696,SRS2379285,SRP113454,S11_1,not collected,adult,Australia:Halls Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371801,SRX3030395,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S12_1,7/24/2017,2888,1465,ILLUMINA,7/24/2017,SRR5861697,SRS2379286,SRP113454,S12_1,not collected,adult,Australia:Halls Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371833,SRX3030398,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S28_1,7/24/2017,2818,1446,ILLUMINA,7/24/2017,SRR5861694,SRS2379287,SRP113454,S28_1,not collected,adult,Australia:Timber Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371831,SRX3030399,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S27_1,7/24/2017,3537,1849,ILLUMINA,7/24/2017,SRR5861693,SRS2379288,SRP113454,S27_1,not collected,adult,Australia:Timber Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371829,SRX3030400,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S26_1,7/24/2017,3364,1781,ILLUMINA,7/24/2017,SRR5861692,SRS2379289,SRP113454,S26_1,not collected,adult,Australia:Timber Creek,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371797,SRX3030401,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S10_1,7/24/2017,2726,1384,ILLUMINA,7/24/2017,SRR5861691,SRS2379290,SRP113454,S10_1,not collected,adult,Australia:Daintree,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371817,SRX3030402,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S20_1,7/24/2017,3004,1519,ILLUMINA,7/24/2017,SRR5861690,SRS2379291,SRP113454,S20_1,not collected,adult,Australia:Durack River,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371791,SRX3030403,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S7_1,7/24/2017,2818,1415,ILLUMINA,7/24/2017,SRR5861689,SRS2379292,SRP113454,S7_1,not collected,adult,Australia:Daintree,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371789,SRX3030404,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S6_1,7/24/2017,3064,1531,ILLUMINA,7/24/2017,SRR5861688,SRS2379293,SRP113454,S6_1,not collected,adult,Australia:Daintree,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371793,SRX3030405,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S8_1,7/24/2017,2932,1479,ILLUMINA,7/24/2017,SRR5861687,SRS2379294,SRP113454,S8_1,not collected,adult,Australia:Daintree,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371785,SRX3030408,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S4_1,7/24/2017,3024,1531,ILLUMINA,7/24/2017,SRR5861684,SRS2379295,SRP113454,S4_1,not collected,adult,Australia:Gordonvale,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371813,SRX3030407,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S18_1,7/24/2017,2962,1533,ILLUMINA,7/24/2017,SRR5861685,SRS2379296,SRP113454,S18_1,not collected,adult,Australia:Durack River,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371795,SRX3030406,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S9_1,7/24/2017,2629,1342,ILLUMINA,7/24/2017,SRR5861686,SRS2379297,SRP113454,S9_1,not collected,adult,Australia:Daintree,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371783,SRX3030409,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S3_1,7/24/2017,2912,1489,ILLUMINA,7/24/2017,SRR5861683,SRS2379298,SRP113454,S3_1,not collected,adult,Australia:Gordonvale,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371781,SRX3030410,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S2_1,7/24/2017,2999,1543,ILLUMINA,7/24/2017,SRR5861682,SRS2379299,SRP113454,S2_1,not collected,adult,Australia:Gordonvale,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA395127,SAMN07371779,SRX3030411,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,S1_1,7/24/2017,2858,1448,ILLUMINA,7/24/2017,SRR5861681,SRS2379300,SRP113454,S1_1,not collected,adult,Australia:Gordonvale,not applicable,female,spleen,public
Yes,Rhinella marina,RNA-Seq,152,PRJNA255079,SAMN02910015,SRX651312,0,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,8/1/2014,40187,27346,ILLUMINA,4/29/2015,SRR1514601,SRS659226,SRP044269,Rhinella marina transcriptome pool,not determined,,"Brazil: Amapa, Macapa",,not determined,liver,public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401026,SRX952231,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0010M,3/13/2015,7076,4761,ILLUMINA,3/24/2015,SRR1910532,SRS872402,SRP056089,RM0010M,,adult,"Australia: El Questro, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,101,PRJNA277985,SAMN03401026,SRX952231,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0010M,3/12/2015,3538,2403,ILLUMINA,3/24/2015,SRR1910533,SRS872402,SRP056089,RM0010M,,adult,"Australia: El Questro, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401027,SRX952232,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0021M,3/15/2015,9036,6194,ILLUMINA,3/24/2015,SRR1910534,SRS872403,SRP056089,RM0021M,,adult,"Australia: El Questro, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401027,SRX952232,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0021M,3/22/2015,9036,6194,ILLUMINA,3/24/2015,SRR1910535,SRS872403,SRP056089,RM0021M,,adult,"Australia: El Questro, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401028,SRX952233,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0034M,3/15/2015,8899,6062,ILLUMINA,3/24/2015,SRR1910536,SRS872404,SRP056089,RM0034M,,adult,"Australia: El Questro, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401029,SRX952234,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0039M,3/15/2015,9077,6260,ILLUMINA,3/24/2015,SRR1910537,SRS872405,SRP056089,RM0039M,,adult,"Australia: El Questro, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401030,SRX952235,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0045M,3/16/2015,6625,4405,ILLUMINA,3/24/2015,SRR1910538,SRS872406,SRP056089,RM0045M,,adult,"Australia: El Questro, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401031,SRX952236,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0061M,3/16/2015,7063,4708,ILLUMINA,3/24/2015,SRR1910539,SRS872407,SRP056089,RM0061M,,adult,"Australia: Purnululu, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401032,SRX952237,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0082M,3/16/2015,7922,5471,ILLUMINA,3/24/2015,SRR1910540,SRS872408,SRP056089,RM0082M,,adult,"Australia: Purnululu, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401033,SRX952238,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0087M,3/16/2015,8544,5838,ILLUMINA,3/24/2015,SRR1910541,SRS872409,SRP056089,RM0087M,,adult,"Australia: Purnululu, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401034,SRX952239,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0092M,3/16/2015,8581,5934,ILLUMINA,3/24/2015,SRR1910542,SRS872410,SRP056089,RM0092M,,adult,"Australia: Purnululu, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401035,SRX952240,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0094M,3/16/2015,8495,5835,ILLUMINA,3/24/2015,SRR1910543,SRS872411,SRP056089,RM0094M,,adult,"Australia: Purnululu, WA",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401036,SRX952241,300,Illumina HiSeq 2000,PAIRED,padlock probes capture method,TRANSCRIPTOMIC,RM0106M,3/16/2015,7628,5118,ILLUMINA,3/24/2015,SRR1910544,SRS872412,SRP056089,RM0106M,,adult,"Australia: Innisfail, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401037,SRX952242,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0108M,3/16/2015,9400,6442,ILLUMINA,3/24/2015,SRR1910545,SRS872413,SRP056089,RM0108M,,adult,"Australia: Innisfail, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401038,SRX952243,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0118M,3/16/2015,8871,6061,ILLUMINA,3/24/2015,SRR1910546,SRS872414,SRP056089,RM0118M,,adult,"Australia: Innisfail, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401039,SRX952244,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0127M,3/16/2015,9014,6224,ILLUMINA,3/24/2015,SRR1910547,SRS872415,SRP056089,RM0127M,,adult,"Australia: Innisfail, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401040,SRX952245,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0135M,3/16/2015,8381,5715,ILLUMINA,3/24/2015,SRR1910548,SRS872416,SRP056089,RM0135M,,adult,"Australia: Innisfail, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401041,SRX952246,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0169M,3/16/2015,7701,5130,ILLUMINA,3/24/2015,SRR1910549,SRS872417,SRP056089,RM0169M,,adult,"Australia: Rossville, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401042,SRX952247,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0170M,3/16/2015,7956,5482,ILLUMINA,3/24/2015,SRR1910550,SRS872418,SRP056089,RM0170M,,adult,"Australia: Rossville, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401043,SRX952248,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0171M,3/16/2015,7855,5373,ILLUMINA,3/24/2015,SRR1910551,SRS872419,SRP056089,RM0171M,,adult,"Australia: Rossville, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401044,SRX952249,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0179M,3/16/2015,8243,5683,ILLUMINA,3/24/2015,SRR1910552,SRS872420,SRP056089,RM0179M,,adult,"Australia: Rossville, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella marina,RNA-Seq,202,PRJNA277985,SAMN03401045,SRX952250,300,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,RM0189M,3/16/2015,8568,5935,ILLUMINA,3/24/2015,SRR1910553,SRS872421,SRP056089,RM0189M,,adult,"Australia: Rossville, QLD",not applicable,female,Muscle (triceps femoris),public
Yes,Rhinella schneideri,RNA-Seq,152,PRJNA255079,SAMN02910024,SRX651313,0,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,,8/1/2014,40173,27160,ILLUMINA,4/29/2015,SRR1514623,SRS659227,SRP044269,Rhinella schneideri transcriptome pool,not determined,,"Brazil: Goias, Goiania",,not determined,liver,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,5412,3669,ILLUMINA,1/30/2015,SRR1151082,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,6689,4415,ILLUMINA,1/30/2015,SRR1151083,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,7010,4699,ILLUMINA,1/30/2015,SRR1151084,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,6701,4446,ILLUMINA,1/30/2015,SRR1151085,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,7144,4777,ILLUMINA,1/30/2015,SRR1151086,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,6455,4288,ILLUMINA,1/30/2015,SRR1151087,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,5581,3648,ILLUMINA,1/30/2015,SRR1151088,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,8162,5303,ILLUMINA,1/30/2015,SRR1151089,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,6674,4321,ILLUMINA,1/30/2015,SRR1151090,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,5806,3761,ILLUMINA,1/30/2015,SRR1151091,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,6757,4406,ILLUMINA,1/30/2015,SRR1151092,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
Yes,Rhinella spinulosa,RNA-Seq,202,PRJNA236569,SAMN02598251,SRX456145,480,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Paired,1/30/2014,6120,3956,ILLUMINA,1/30/2015,SRR1151093,SRS548938,SRP036063,RNA-Seq Rhinella spinulosa,,,,,,,public
No,Tribolium castaneum,RNA-Seq,75,PRJNA247820,SAMN02781328,SRX818546,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,,12/19/2014,1701,1015,ILLUMINA,2/1/2015,SRR1726427,SRS798600,SRP051381,AdultHead.fastq,adult,,,,not determined,Whole head with antennae removed,public
No,Tribolium castaneum,RNA-Seq,202,PRJNA247820,SAMN02781327,SRX818581,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Tcas_Ey: Tcas_ey/Es = Ey/ES adults heads,12/19/2014,8278,5390,ILLUMINA,2/1/2015,SRR1726453,SRS798635,SRP051381,Tcas_Ey_Es_2_20_2011,adult,,,,not determined,Whole head with antennae removed,public
No,Tribolium castaneum,RNA-Seq,101,PRJNA247821,SAMN02781329,SRX819651,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,GAIWT: GAI = WT pupae (without brain),12/19/2014,3199,2136,ILLUMINA,1/31/2015,SRR1727820,SRS799534,SRP051405,GAIWT [pupal],0-48 hours old pupae,pupa,,,not determined,"Dorsal head after removal of mouthparts, pharynx, and brain",public
No,Tribolium castaneum,RNA-Seq,101,PRJNA247821,SAMN02781329,SRX819651,0,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,GAIWT: GAI = WT pupae (without brain),2/26/2015,3199,2057,ILLUMINA,2/26/2015,SRR1783154,SRS799534,SRP051405,GAIWT [pupal],0-48 hours old pupae,pupa,,,not determined,"Dorsal head after removal of mouthparts, pharynx, and brain",public
No,Uperoleia mahonyi,RNA-Seq,202,PRJNA323970,SAMN05185333,SRX1944681,0,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Uperoleia mahonyi (SC0069),7/13/2016,5262,3542,ILLUMINA,7/18/2016,SRR3901719,SRS1562144,SRP076446,Uperoleia mahonyi (SC0069),missing,missing,missing,missing,missing,liver,public
